지점,지점명,일시,평균기온(°C)
108,서울,1994-01,-.9
108,서울,1994-02,.8
108,서울,1994-03,4
108,서울,1994-04,15.2
108,서울,1994-05,17.9
108,서울,1994-06,22.8
108,서울,1994-07,28.5
108,서울,1994-08,27.6
108,서울,1994-09,21
108,서울,1994-10,15.2
108,서울,1994-11,9.3
108,서울,1994-12,1.1
108,서울,1995-01,-2.1
108,서울,1995-02,1.2
108,서울,1995-03,6
108,서울,1995-04,11.3
108,서울,1995-05,17.1
108,서울,1995-06,21.6
108,서울,1995-07,24.5
108,서울,1995-08,26
108,서울,1995-09,20
108,서울,1995-10,15.5
108,서울,1995-11,6.2
108,서울,1995-12,-1
108,서울,1996-01,-2.2
108,서울,1996-02,-1.6
108,서울,1996-03,4.9
108,서울,1996-04,10.2
108,서울,1996-05,18.4
108,서울,1996-06,22.3
108,서울,1996-07,24.4
108,서울,1996-08,26
108,서울,1996-09,22
108,서울,1996-10,14.5
108,서울,1996-11,6.1
108,서울,1996-12,1.6
108,서울,1997-01,-3.3
108,서울,1997-02,.7
108,서울,1997-03,6.8
108,서울,1997-04,13
108,서울,1997-05,17
108,서울,1997-06,23.4
108,서울,1997-07,26.1
108,서울,1997-08,26.8
108,서울,1997-09,20.2
108,서울,1997-10,13.4
108,서울,1997-11,8.8
108,서울,1997-12,1.8
108,서울,1998-01,-1.3
108,서울,1998-02,3.4
108,서울,1998-03,7.3
108,서울,1998-04,15.6
108,서울,1998-05,19
108,서울,1998-06,21.9
108,서울,1998-07,24.9
108,서울,1998-08,25
108,서울,1998-09,23
108,서울,1998-10,17
108,서울,1998-11,7.3
108,서울,1998-12,2.3
108,서울,1999-01,-.8
108,서울,1999-02,.7
108,서울,1999-03,6.7
108,서울,1999-04,13.9
108,서울,1999-05,17.5
108,서울,1999-06,23.1
108,서울,1999-07,25.9
108,서울,1999-08,26
108,서울,1999-09,22.9
108,서울,1999-10,14.3
108,서울,1999-11,7.9
108,서울,1999-12,.4
108,서울,2000-01,-2.1
108,서울,2000-02,-1.7
108,서울,2000-03,6.3
108,서울,2000-04,11.9
108,서울,2000-05,17.5
108,서울,2000-06,23.7
108,서울,2000-07,26.8
108,서울,2000-08,26.2
108,서울,2000-09,20.7
108,서울,2000-10,14.9
108,서울,2000-11,7
108,서울,2000-12,.9
108,서울,2001-01,-4.1
108,서울,2001-02,-.3
108,서울,2001-03,5
108,서울,2001-04,13.6
108,서울,2001-05,19.1
108,서울,2001-06,22.5
108,서울,2001-07,25.9
108,서울,2001-08,26.5
108,서울,2001-09,22.5
108,서울,2001-10,16.5
108,서울,2001-11,7
108,서울,2001-12,-.6
108,서울,2002-01,.3
108,서울,2002-02,2.9
108,서울,2002-03,7.6
108,서울,2002-04,13.6
108,서울,2002-05,18.2
108,서울,2002-06,22.2
108,서울,2002-07,25.2
108,서울,2002-08,24.2
108,서울,2002-09,21.6
108,서울,2002-10,12.8
108,서울,2002-11,4
108,서울,2002-12,1.7
108,서울,2003-01,-2.5
108,서울,2003-02,2.7
108,서울,2003-03,6.5
108,서울,2003-04,13.2
108,서울,2003-05,19.6
108,서울,2003-06,21.5
108,서울,2003-07,23.8
108,서울,2003-08,24.1
108,서울,2003-09,20.9
108,서울,2003-10,13.9
108,서울,2003-11,9.5
108,서울,2003-12,.7
108,서울,2004-01,-1.5
108,서울,2004-02,2.3
108,서울,2004-03,6.3
108,서울,2004-04,13.1
108,서울,2004-05,17.6
108,서울,2004-06,23.2
108,서울,2004-07,24.8
108,서울,2004-08,26.1
108,서울,2004-09,21.7
108,서울,2004-10,15.2
108,서울,2004-11,9.1
108,서울,2004-12,1.9
108,서울,2005-01,-2.5
108,서울,2005-02,-1.9
108,서울,2005-03,4.1
108,서울,2005-04,13.2
108,서울,2005-05,17.7
108,서울,2005-06,22.7
108,서울,2005-07,25.3
108,서울,2005-08,25.1
108,서울,2005-09,21.8
108,서울,2005-10,14.7
108,서울,2005-11,8.6
108,서울,2005-12,-3.9
108,서울,2006-01,-.2
108,서울,2006-02,.1
108,서울,2006-03,5.2
108,서울,2006-04,11.6
108,서울,2006-05,18.4
108,서울,2006-06,21.8
108,서울,2006-07,23.1
108,서울,2006-08,27
108,서울,2006-09,21.1
108,서울,2006-10,17.9
108,서울,2006-11,8.4
108,서울,2006-12,1.4
108,서울,2007-01,.4
108,서울,2007-02,4
108,서울,2007-03,6.1
108,서울,2007-04,11.4
108,서울,2007-05,18.1
108,서울,2007-06,23.2
108,서울,2007-07,24.2
108,서울,2007-08,26.5
108,서울,2007-09,21.5
108,서울,2007-10,15.1
108,서울,2007-11,6.7
108,서울,2007-12,1.8
108,서울,2008-01,-1.7
108,서울,2008-02,-1.2
108,서울,2008-03,7.3
108,서울,2008-04,14.1
108,서울,2008-05,17.7
108,서울,2008-06,21.5
108,서울,2008-07,25.1
108,서울,2008-08,25.3
108,서울,2008-09,22
108,서울,2008-10,16.1
108,서울,2008-11,7.6
108,서울,2008-12,1.1
108,서울,2009-01,-2
108,서울,2009-02,2.9
108,서울,2009-03,6
108,서울,2009-04,12.7
108,서울,2009-05,19.1
108,서울,2009-06,22.4
108,서울,2009-07,24.3
108,서울,2009-08,25.7
108,서울,2009-09,21.8
108,서울,2009-10,16
108,서울,2009-11,6.9
108,서울,2009-12,-1
108,서울,2010-01,-4.5
108,서울,2010-02,1.4
108,서울,2010-03,4.3
108,서울,2010-04,9.5
108,서울,2010-05,17.2
108,서울,2010-06,23.4
108,서울,2010-07,25.8
108,서울,2010-08,26.5
108,서울,2010-09,21.8
108,서울,2010-10,14.5
108,서울,2010-11,6.5
108,서울,2010-12,-1.3
108,서울,2011-01,-7.2
108,서울,2011-02,1.2
108,서울,2011-03,3.6
108,서울,2011-04,10.7
108,서울,2011-05,17.9
108,서울,2011-06,22
108,서울,2011-07,24.6
108,서울,2011-08,25.8
108,서울,2011-09,21.8
108,서울,2011-10,14.2
108,서울,2011-11,10.7
108,서울,2011-12,-.9
108,서울,2012-01,-2.8
108,서울,2012-02,-2
108,서울,2012-03,5.1
108,서울,2012-04,12.3
108,서울,2012-05,19.7
108,서울,2012-06,24.1
108,서울,2012-07,25.4
108,서울,2012-08,27.1
108,서울,2012-09,21
108,서울,2012-10,15.3
108,서울,2012-11,5.5
108,서울,2012-12,-4.1
108,서울,2013-01,-3.4
108,서울,2013-02,-1.2
108,서울,2013-03,5.1
108,서울,2013-04,10
108,서울,2013-05,18.2
108,서울,2013-06,24.4
108,서울,2013-07,25.5
108,서울,2013-08,27.7
108,서울,2013-09,21.8
108,서울,2013-10,15.8
108,서울,2013-11,6.2
108,서울,2013-12,-.2
108,서울,2014-01,-.7
108,서울,2014-02,1.9
108,서울,2014-03,7.9
108,서울,2014-04,14
108,서울,2014-05,18.9
108,서울,2014-06,23.1
108,서울,2014-07,26.1
108,서울,2014-08,25.2
108,서울,2014-09,22.1
108,서울,2014-10,15.6
108,서울,2014-11,9
108,서울,2014-12,-2.9
108,서울,2015-01,-.9
108,서울,2015-02,1
108,서울,2015-03,6.3
108,서울,2015-04,13.3
108,서울,2015-05,18.9
108,서울,2015-06,23.6
108,서울,2015-07,25.8
108,서울,2015-08,26.3
108,서울,2015-09,22.4
108,서울,2015-10,15.5
108,서울,2015-11,8.9
108,서울,2015-12,1.6
108,서울,2016-01,-3.2
108,서울,2016-02,.2
108,서울,2016-03,7
108,서울,2016-04,14.1
108,서울,2016-05,19.6
108,서울,2016-06,23.6
108,서울,2016-07,26.2
108,서울,2016-08,28
108,서울,2016-09,23.1
108,서울,2016-10,16.1
108,서울,2016-11,6.8
108,서울,2016-12,1.2
108,서울,2017-01,-1.8
108,서울,2017-02,-.2
108,서울,2017-03,6.3
108,서울,2017-04,13.9
108,서울,2017-05,19.5
108,서울,2017-06,23.3
108,서울,2017-07,26.9
108,서울,2017-08,25.9
108,서울,2017-09,22.1
108,서울,2017-10,16.4
108,서울,2017-11,5.6
108,서울,2017-12,-1.9
108,서울,2018-01,-4
108,서울,2018-02,-1.6
108,서울,2018-03,8.1
108,서울,2018-04,13
108,서울,2018-05,18.2
108,서울,2018-06,23.1
108,서울,2018-07,27.8
108,서울,2018-08,28.8
108,서울,2018-09,21.5
108,서울,2018-10,13.1
108,서울,2018-11,7.8
108,서울,2018-12,-.6
108,서울,2019-01,-.9
108,서울,2019-02,1
108,서울,2019-03,7.1
108,서울,2019-04,12.1
108,서울,2019-05,19.4
108,서울,2019-06,22.5
108,서울,2019-07,25.9
108,서울,2019-08,27.2
108,서울,2019-09,22.6
108,서울,2019-10,16.4
108,서울,2019-11,7.6
108,서울,2019-12,1.4
108,서울,2020-01,1.6
108,서울,2020-02,2.5
108,서울,2020-03,7.7
108,서울,2020-04,11.1
108,서울,2020-05,18
108,서울,2020-06,23.9
108,서울,2020-07,24.1
108,서울,2020-08,26.5
108,서울,2020-09,21.4
108,서울,2020-10,14.3
108,서울,2020-11,8
108,서울,2020-12,-.3
108,서울,2021-01,-2.4
108,서울,2021-02,2.7
108,서울,2021-03,9
108,서울,2021-04,14.2
108,서울,2021-05,17.1
108,서울,2021-06,22.8
108,서울,2021-07,28.1
108,서울,2021-08,25.9
108,서울,2021-09,22.6
108,서울,2021-10,15.6
108,서울,2021-11,8.2
108,서울,2021-12,.6
108,서울,2022-01,-2.2
108,서울,2022-02,-1.1
108,서울,2022-03,7.7
108,서울,2022-04,14.8
108,서울,2022-05,19.1
108,서울,2022-06,23.3
108,서울,2022-07,27.3
108,서울,2022-08,25.7
108,서울,2022-09,22.4
108,서울,2022-10,14.6
108,서울,2022-11,10
108,서울,2022-12,-2.8
108,서울,2023-01,-1.5
108,서울,2023-02,2.3
108,서울,2023-03,9.8
108,서울,2023-04,13.8
108,서울,2023-05,19.5
108,서울,2023-06,23.4
108,서울,2023-07,26.7
108,서울,2023-08,27.2
108,서울,2023-09,23.7
108,서울,2023-10,15.8
108,서울,2023-11,6.8
